 Procedimentos hospitalares do SUS - por local de residência - Brasil
Valor total por Município e Ano processamento
Período:2017-2020
"Município";"2017";"2018";"2019";"2020";"Total"
"420330 Campo Alegre";1569560,72;1973834,64;1317149,76;1338578,06;6199123,18
"420340 Campo Belo do Sul";851540,03;1077020,94;844076,28;803567,52;3576204,77
"420350 Campo Erê";1130982,99;890050,06;879454,46;797067,67;3697555,18
"420360 Campos Novos";3065516,65;3556700,88;3630790,78;3796185,64;14049193,95
"420370 Canelinha";1069784,08;1261409,34;1140672,61;874848,54;4346714,57
"420380 Canoinhas";5631404,72;5290538,03;5949031,49;5817986,28;22688960,52
"420325 Capão Alto";420281,45;244584,32;281926,55;289663,02;1236455,34
"420390 Capinzal";2064960,66;2072675,11;2627538,83;2596836,67;9362011,27
"420395 Capivari de Baixo";2699168,52;2980806,11;3187517,50;3356927,94;12224420,07
"420400 Catanduvas";1169686,21;1361272,98;1603775,26;1587588,07;5722322,52
"420410 Caxambu do Sul";721658,42;852380,96;862267,08;600989,75;3037296,21
"420415 Celso Ramos";202467,80;269629,62;320561,87;242212,63;1034871,92
"420417 Cerro Negro";323596,37;302861,24;376016,35;393400,68;1395874,64
"420419 Chapadão do Lageado";387619,01;378904,08;365026,17;394034,84;1525584,10
"420420 Chapecó";17664812,08;19783649,28;20877123,08;22989535,10;81315119,54
"420425 Cocal do Sul";1480759,13;1525681,76;1412257,64;1494854,19;5913552,72
"420430 Concórdia";8299810,71;8402203,69;8916687,87;9804737,60;35423439,87
"420435 Cordilheira Alta";483418,88;399749,00;543500,01;513916,12;1940584,01
"420440 Coronel Freitas";798923,28;902311,29;939453,80;837074,60;3477762,97
"420445 Coronel Martins";341897,96;192931,05;138801,75;142064,35;815695,11
"420455 Correia Pinto";1514336,62;1468834,90;1508482,76;1659085,36;6150739,64
"420450 Corupá";2309967,46;2382636,79;1977754,14;1695615,20;8365973,59
"420460 Criciúma";20890518,69;19695317,59;20202670,61;20546726,23;81335233,12
"420470 Cunha Porã";1025357,19;1383228,46;1221809,87;1031661,73;4662057,25
"420475 Cunhataí";227634,37;155497,89;287597,62;268601,38;939331,26
"420480 Curitibanos";5179579,62;6215473,42;5270111,25;5560665,95;22225830,24
"420490 Descanso";942425,34;927426,65;961981,69;934493,69;3766327,37
"420500 Dionísio Cerqueira";1099885,40;1385023,34;1345364,07;1488251,83;5318524,64
"420510 Dona Emma";376179,42;350594,04;670146,13;485867,67;1882787,26
"420515 Doutor Pedrinho";353342,03;363235,91;574935,45;472506,67;1764020,06
"420517 Entre Rios";307478,24;349238,30;395405,60;602104,05;1654226,19
"420519 Ermo";228716,76;196847,26;316829,70;313945,80;1056339,52
"420520 Erval Velho";872434,66;866000,74;979949,40;873122,30;3591507,10
"420530 Faxinal dos Guedes";1434543,44;1351529,58;1313513,33;1480388,88;5579975,23
"420535 Flor do Sertão";137322,09;250144,20;191843,11;181942,55;761251,95
"420540 Florianópolis";34773340,98;37456673,30;38567970,13;35224111,84;146022096,25
"420543 Formosa do Sul";318347,04;265953,64;336145,69;375855,26;1296301,63
"420545 Forquilhinha";2419216,21;2385501,48;2164754,08;2619945,48;9589417,25
"420550 Fraiburgo";3607022,00;4218711,13;3826423,12;3906207,94;15558364,19
"420555 Frei Rogério";287317,70;372872,06;395102,99;305566,86;1360859,61
"420560 Galvão";188648,85;297230,50;430416,09;320813,01;1237108,45
"420570 Garopaba";1932730,61;2010332,04;2114617,90;2228304,52;8285985,07
"420580 Garuva";1634477,91;1772967,88;1670190,44;2245730,66;7323366,89
"420590 Gaspar";5388767,97;7412505,63;7103042,50;7702865,22;27607181,32
"420600 Governador Celso Ramos";1643170,97;1804106,27;1915350,25;1617448,80;6980076,29
"420610 Grão Pará";570960,47;851156,54;610097,05;556698,89;2588912,95
"420620 Gravatal";1285728,00;1472246,77;1385213,46;1760760,57;5903948,80
"420630 Guabiruba";1733870,74;1866427,39;1780512,85;1993189,80;7374000,78
"420640 Guaraciaba";1035929,94;949642,49;1177764,54;1213237,78;4376574,75
"420650 Guaramirim";4638697,47;4375835,07;4304253,85;4623638,27;17942424,66
"420660 Guarujá do Sul";724231,58;861713,11;863132,18;648713,76;3097790,63
"420665 Guatambú";524716,15;895508,91;715128,30;821609,45;2956962,81
"420670 Herval d'Oeste";3455712,37;3202492,89;3889994,53;3250867,99;13799067,78
"420675 Ibiam";252467,99;197359,14;254090,91;140972,09;844890,13
"420680 Ibicaré";580510,31;508245,35;507529,03;492217,66;2088502,35
"420690 Ibirama";2432693,23;2824995,27;3022893,81;2916523,93;11197106,24
"420700 Içara";4851077,39;5172598,96;5231649,45;4939635,02;20194960,82
"420710 Ilhota";1357323,47;1406348,13;1661145,10;1400936,85;5825753,55
"420720 Imaruí";1115154,35;1253263,11;1299415,28;1178120,22;4845952,96
"420730 Imbituba";4911889,14;5512400,78;5974749,03;5638318,14;22037357,09
"420740 Imbuia";703462,10;887674,13;1191475,06;833240,37;3615851,66
"420750 Indaial";6168483,01;6232145,06;6338092,28;6875652,53;25614372,88
"420757 Iomerê";283627,03;438284,93;446260,06;330443,27;1498615,29
"420760 Ipira";534893,60;665653,10;776441,46;696799,95;2673788,11
"420765 Iporã do Oeste";837398,29;1094097,60;953382,04;784226,30;3669104,23
"420768 Ipuaçu";799987,35;873502,34;772071,15;900550,46;3346111,30
"420770 Ipumirim";816602,44;845271,71;940858,10;803248,37;3405980,62
"420775 Iraceminha";461537,63;414853,41;387297,46;363878,24;1627566,74
"420780 Irani";1131617,03;992318,11;1180559,08;1248094,30;4552588,52
"420785 Irati";262630,28;410537,27;236170,53;353748,72;1263086,80
"420790 Irineópolis";1171122,71;906059,22;1050113,57;897243,60;4024539,10
"420800 Itá";978806,98;864889,90;815952,47;893447,01;3553096,36
"420810 Itaiópolis";2213113,68;2360588,63;2424383,12;2298442,81;9296528,24
"420820 Itajaí";25097325,49;22628646,86;26020659,21;26386136,21;100132767,77
"420830 Itapema";4161321,69;5180277,58;5643029,12;6171204,41;21155832,80
"420840 Itapiranga";1591486,16;1404242,83;1447096,96;1205848,10;5648674,05
"420845 Itapoá";1721337,92;1963689,73;2449063,39;2667452,63;8801543,67
"420850 Ituporanga";3563029,31;4009336,85;4205619,08;3846868,27;15624853,51
"420860 Jaborá";577069,43;685080,67;607544,64;570503,08;2440197,82
"420870 Jacinto Machado";1299642,90;1102496,14;1065832,02;1090829,47;4558800,53
"420880 Jaguaruna";2358798,01;2465662,40;2558738,10;2718053,97;10101252,48
"420890 Jaraguá do Sul";18293701,39;17180024,95;19134127,05;17434124,88;72041978,27
"420895 Jardinópolis";183133,81;283187,21;241005,75;226824,89;934151,66
"420900 Joaçaba";3556328,55;3840668,37;3961650,35;3470749,74;14829397,01
"420910 Joinville";58034364,28;62618062,56;66730764,68;72580760,46;259963951,98
"420915 José Boiteux";753096,19;604377,34;706753,07;956891,91;3021118,51
"420917 Jupiá";254631,09;287946,76;311225,54;269832,09;1123635,48
"420920 Lacerdópolis";370140,20;206558,79;486869,50;245925,12;1309493,61
"420930 Lages";19771433,94;18456365,09;19610272,78;20100419,17;77938490,98
"420940 Laguna";4728647,55;5200718,11;5854624,71;5318910,93;21102901,30
"420945 Lajeado Grande";162547,90;151406,42;177627,20;248549,39;740130,91
"420950 Laurentino";968307,17;1038477,42;1020191,39;1190451,37;4217427,35
"420960 Lauro Muller";1216489,44;1457012,24;1534547,37;1633974,84;5842023,89
"420970 Lebon Régis";1343351,12;1520096,77;1471375,40;1021273,67;5356096,96
"420980 Leoberto Leal";409756,23;250305,99;409809,36;296611,04;1366482,62
"420985 Lindóia do Sul";604729,25;598140,19;711039,00;522124,96;2436033,40
"420990 Lontras";1333269,86;1418339,92;1514741,43;1869264,67;6135615,88
"421000 Luiz Alves";1110837,65;1208495,75;1008923,02;756923,48;4085179,90
"421003 Luzerna";833577,24;792952,32;961429,76;791129,87;3379089,19
"421005 Macieira";173477,35;239831,85;245817,78;235164,59;894291,57
"421010 Mafra";6227195,89;5841503,81;6296320,81;5699694,81;24064715,32
"421020 Major Gercino";277277,44;352519,99;312253,50;331139,60;1273190,53
"421030 Major Vieira";771046,72;1029455,76;973741,12;933195,86;3707439,46
"421040 Maracajá";700462,73;869888,00;756017,21;763364,54;3089732,48
"421050 Maravilha";2745819,67;2831709,63;2466694,34;2745625,14;10789848,78
"421055 Marema";243306,93;363091,64;363258,31;327652,11;1297308,99
"421060 Massaranduba";1926716,23;1884040,61;2130269,57;1903079,36;7844105,77
"421070 Matos Costa";142439,12;171321,87;267233,91;128764,13;709759,03
"421080 Meleiro";761624,31;557364,59;625456,00;731171,47;2675616,37
"421085 Mirim Doce";345896,30;258196,98;413136,08;508100,06;1525329,42
"421090 Modelo";551427,28;599178,70;462598,16;524722,92;2137927,06
"421100 Mondaí";830720,15;1000507,77;1118342,55;990292,39;3939862,86
"421105 Monte Carlo";1261314,52;1048203,17;1285114,22;1089173,56;4683805,47
"421110 Monte Castelo";1336607,19;1371624,79;951308,25;643986,11;4303526,34
"421120 Morro da Fumaça";2209600,22;2177875,26;1919117,20;2012426,15;8319018,83
"421125 Morro Grande";459157,90;229653,90;250414,34;202358,05;1141584,19
"421130 Navegantes";7747413,36;7281491,26;8542196,39;8770673,57;32341774,58
"421140 Nova Erechim";437202,14;457434,88;703672,41;486281,48;2084590,91
"421145 Nova Itaberaba";411746,47;480003,03;501872,35;607782,42;2001404,27
"421150 Nova Trento";1109943,99;1245359,76;1512433,72;995153,78;4862891,25
"421160 Nova Veneza";1339301,55;1198808,59;1247627,68;1372367,08;5158104,90
"421165 Novo Horizonte";227394,20;214756,30;315706,48;285452,29;1043309,27
"421170 Orleans";2146790,33;2147594,47;1901931,85;2070226,84;8266543,49
"421175 Otacílio Costa";1899830,22;1658816,38;1731437,04;1555548,96;6845632,60
"421180 Ouro";884288,69;668013,48;1022422,11;870352,25;3445076,53
"421185 Ouro Verde";169352,91;286146,08;366042,17;254557,03;1076098,19
"421187 Paial";172706,88;239807,63;228332,53;229758,14;870605,18
"421189 Painel";211078,63;255655,23;240055,40;281363,61;988152,87
"421190 Palhoça";17168567,76;16895801,66;19096423,45;18159281,91;71320074,78
"421200 Palma Sola";872546,67;958533,68;768206,66;629519,05;3228806,06
"421205 Palmeira";217892,91;291008,73;254174,91;355994,49;1119071,04
"421210 Palmitos";1641380,17;1504528,13;2098848,18;1650593,68;6895350,16
"421220 Papanduva";2289745,27;2532131,02;2185142,88;2193679,45;9200698,62
"421223 Paraíso";412619,39;370436,65;574534,32;400128,11;1757718,47
"421225 Passo de Torres";428737,26;619962,68;423796,95;573135,85;2045632,74
"421227 Passos Maia";617527,90;583660,96;573566,04;642996,09;2417750,99
"421230 Paulo Lopes";788979,81;713729,77;973738,40;732877,84;3209325,82
"421240 Pedras Grandes";563417,71;777290,16;511209,82;521850,37;2373768,06
"421250 Penha";3263323,56;2824939,86;3241700,70;3514259,63;12844223,75
"421260 Peritiba";316741,53;359616,80;377061,42;293106,72;1346526,47
"421265 Pescaria Brava";900532,67;1035599,71;1421569,05;1263332,80;4621034,23
"421270 Petrolândia";825859,83;822058,19;1296971,38;1004328,13;3949217,53
"421290 Pinhalzinho";1470288,56;1733027,29;1737911,04;1509903,44;6451130,33
"421300 Pinheiro Preto";279564,79;394547,25;600110,60;453098,05;1727320,69
"421310 Piratuba";583576,52;523646,22;810911,15;674784,02;2592917,91
"421315 Planalto Alegre";273251,31;306802,92;448316,82;287752,90;1316123,95
"421320 Pomerode";2479635,41;2966478,93;3267647,06;2794760,51;11508521,91
"421330 Ponte Alta";574218,17;502045,25;720699,74;488527,58;2285490,74
"421335 Ponte Alta do Norte";356885,95;471669,24;454756,02;470304,40;1753615,61
"421340 Ponte Serrada";1904579,41;1884984,90;1998335,44;2227189,81;8015089,56
"421350 Porto Belo";1604542,44;1820916,14;2189886,08;1799247,32;7414591,98
"421360 Porto União";3008262,15;3664644,81;3376211,07;3721811,12;13770929,15
"421370 Pouso Redondo";2221068,82;2378070,82;2586290,54;2271500,17;9456930,35
"421380 Praia Grande";1003044,33;995166,39;783238,71;1068433,03;3849882,46
"421390 Presidente Castello Branco";317172,29;251295,80;279950,48;253125,06;1101543,63
"421400 Presidente Getúlio";1829828,18;1850536,93;2058608,32;1769288,06;7508261,49
"421410 Presidente Nereu";329412,73;273024,03;285028,93;264427,91;1151893,60
"421415 Princesa";232065,18;288569,03;427645,32;221507,88;1169787,41
"421420 Quilombo";937587,14;1210578,49;1100948,48;1019535,48;4268649,59
"421430 Rancho Queimado";306021,23;307734,37;382720,92;278660,49;1275137,01
"421440 Rio das Antas";851659,37;813912,93;772422,27;650329,21;3088323,78
"421450 Rio do Campo";593750,60;581639,95;852677,95;581769,90;2609838,40
"421460 Rio do Oeste";1150643,50;1083635,28;1419733,91;1014555,56;4668568,25
"421480 Rio do Sul";8365681,08;9386120,01;9223926,00;9216186,19;36191913,28
"421470 Rio dos Cedros";1335304,14;1063625,72;1359186,78;1048709,60;4806826,24
"421490 Rio Fortuna";744841,92;577936,95;425748,04;521812,87;2270339,78
"421500 Rio Negrinho";3598056,46;3630115,75;3705572,73;2832780,86;13766525,80
"421505 Rio Rufino";278191,04;251491,02;305697,56;241182,24;1076561,86
"421507 Riqueza";652971,87;669773,71;549917,54;530003,00;2402666,12
"421510 Rodeio";1042671,24;1539649,99;1576446,86;1369967,35;5528735,44
"421520 Romelândia";412748,74;566535,44;617420,96;393891,69;1990596,83
"421530 Salete";963211,79;1136134,51;986143,76;895504,73;3980994,79
"421535 Saltinho";312837,72;363719,40;343251,53;204706,45;1224515,10
"421540 Salto Veloso";562373,89;563280,78;735248,05;577705,54;2438608,26
"421545 Sangão";1362275,89;1420226,77;1554514,57;1558774,21;5895791,44
"421550 Santa Cecília";1718399,08;1684104,06;1855445,69;1874842,95;7132791,78
"421555 Santa Helena";381915,27;362901,85;266761,60;218178,80;1229757,52
"421560 Santa Rosa de Lima";236767,79;211481,83;233805,05;226055,32;908109,99
"421565 Santa Rosa do Sul";1033674,69;691021,28;931007,56;877602,30;3533305,83
"421567 Santa Terezinha";644908,20;462570,03;747920,06;772451,94;2627850,23
"421568 Santa Terezinha do Progresso";289806,07;326879,58;262386,34;268425,06;1147497,05
"421569 Santiago do Sul";191786,29;147544,28;210637,16;130232,62;680200,35
"421570 Santo Amaro da Imperatriz";2215429,45;2519109,53;2849524,44;2418848,28;10002911,70
"421580 São Bento do Sul";8800325,55;9012470,68;9553020,92;7709845,59;35075662,74
"421575 São Bernardino";227937,75;324155,92;402406,47;285061,54;1239561,68
"421590 São Bonifácio";564754,64;587882,51;631067,57;419299,82;2203004,54
"421600 São Carlos";1156329,02;1089295,22;1358574,13;1261468,22;4865666,59
"421605 São Cristovão do Sul";546958,27;587827,73;555842,88;666031,22;2356660,10
"421610 São Domingos";857039,59;950363,98;1098721,76;1042369,78;3948495,11
"421620 São Francisco do Sul";4542704,69;4689706,27;5372069,30;5783346,64;20387826,90
"421630 São João Batista";2442864,90;2858524,99;2990820,20;3301171,25;11593381,34
"421635 São João do Itaperiú";277970,75;304650,52;474964,72;481951,21;1539537,20
"421625 São João do Oeste";540589,09;779332,84;679671,30;654441,12;2654034,35
"421640 São João do Sul";755002,11;951886,38;771881,84;811362,50;3290132,83
"421650 São Joaquim";3083801,00;2739277,80;2404706,25;2018646,92;10246431,97
"421660 São José";22462219,02;23198886,52;24007711,80;23014912,63;92683729,97
"421670 São José do Cedro";1295373,42;1258365,88;1329703,04;1154993,88;5038436,22
"421680 São José do Cerrito";808304,19;763125,95;705033,65;889963,52;3166427,31
"421690 São Lourenço do Oeste";1648726,79;1720576,26;2125935,13;2313552,88;7808791,06
"421700 São Ludgero";1443110,50;1384010,00;1308590,99;1105152,91;5240864,40
"421710 São Martinho";527210,97;524111,19;574952,99;491033,00;2117308,15
"421715 São Miguel da Boa Vista";299143,76;198541,22;279334,44;204364,29;981383,71
"421720 São Miguel do Oeste";3586943,58;4053239,75;3551045,95;3924165,32;15115394,60
"421725 São Pedro de Alcântara";604413,83;552105,93;586330,84;659582,99;2402433,59
"421730 Saudades";997256,27;999193,17;941233,23;892545,98;3830228,65
"421740 Schroeder";1935034,87;1976077,36;1978341,42;1646592,23;7536045,88
"421750 Seara";1407606,70;1694777,13;1628645,38;1689714,05;6420743,26
"421755 Serra Alta";309829,12;374803,26;345583,59;251056,47;1281272,44
"421760 Siderópolis";1348847,22;1099084,00;1507191,53;1212101,17;5167223,92
"421770 Sombrio";2679757,00;2759430,66;2565871,26;2676117,12;10681176,04
"421775 Sul Brasil";432688,09;414814,40;399757,77;334714,45;1581974,71
"421780 Taió";2425775,58;2380395,06;2870360,81;2195803,13;9872334,58
"421790 Tangará";943368,92;911850,72;1011264,12;920062,61;3786546,37
"421795 Tigrinhos";287843,38;246590,47;297146,35;219956,25;1051536,45
"421800 Tijucas";3386282,21;3609812,02;4226023,82;3664427,98;14886546,03
"421810 Timbé do Sul";706943,38;728321,59;593174,33;759231,97;2787671,27
"421820 Timbó";4084199,16;4918966,09;5447571,14;4971684,35;19422420,74
"421825 Timbó Grande";607580,70;682726,20;720110,49;759854,83;2770272,22
"421830 Três Barras";2045794,99;2350068,50;2268930,59;2435236,47;9100030,55
"421835 Treviso";300230,12;332735,61;471748,99;389279,36;1493994,08
"421840 Treze de Maio";1622913,33;1602749,54;1616312,16;1377995,42;6219970,45
"421850 Treze Tílias";941621,38;872094,82;1088051,54;749400,12;3651167,86
"421860 Trombudo Central";1045563,47;859341,77;1059281,43;1353346,35;4317533,02
"421870 Tubarão";12972417,09;14302670,10;15190725,08;14768035,40;57233847,67
"421875 Tunápolis";505885,61;506530,62;584837,38;420594,52;2017848,13
"421880 Turvo";1020034,14;1397632,57;1134197,35;1027255,82;4579119,88
"421885 União do Oeste";341428,00;216976,38;196009,64;260094,03;1014508,05
"421890 Urubici";975657,82;1141871,20;912859,13;1127474,04;4157862,19
"421895 Urupema";357306,30;361470,35;325792,74;189582,29;1234151,68
"421900 Urussanga";1828833,73;1840700,81;2035431,94;1662601,33;7367567,81
"421910 Vargeão";436463,74;654956,81;561804,37;482203,38;2135428,30
"421915 Vargem";246320,47;187859,26;329210,61;366522,90;1129913,24
"421917 Vargem Bonita";574936,67;458420,27;599980,74;506026,28;2139363,96
"421920 Vidal Ramos";777289,74;713013,36;858699,30;932778,55;3281780,95
"421930 Videira";5885868,73;6270945,13;5844158,77;5938831,35;23939803,98
"421935 Vitor Meireles";523354,37;681909,28;549548,94;518537,63;2273350,22
"421940 Witmarsum";306744,49;398796,56;466801,38;458765,59;1631108,02
"421950 Xanxerê";4720124,49;4611681,44;4903848,35;6309624,78;20545279,06
"421960 Xavantina";450876,84;500967,59;447141,73;549765,35;1948751,51
"421970 Xaxim";2896981,08;3885742,09;3838772,32;4301479,56;14922975,05
"421985 Zortéa";328797,18;299186,07;318288,85;449520,22;1395792,32
"430003 Aceguá";361880,23;309633,82;404219,34;416189,23;1491922,62
"430005 Água Santa";472366,78;456679,59;350375,02;590218,99;1869640,38
"430010 Agudo";1047917,37;1247078,61;1387339,85;1286835,55;4969171,38
